үйлдвэрлэл	u i ɮ t w ə r ɮ ə ɮ
splavar	s p l ǎ ʋ aː r
grato	ˈɡ ɾ a t o
Ubalde	ʔ u ˈb a l d e
znoj	z n ôː j
apologi	a p o ˈl o ɡ i
Palestinac	p a l e s t ǐː n a t͡s
Мјесец	m j ê s eː t͡s
amoh	ˈa m ɔ h
osage	o ʊ s e ɪ d͡ʒ
bolster	b o ʊ l s t ɚ
deputaréis	d e p u t a ˈɾ e i s
воњати	ʋ ǒ ɲ a t i
сайхан	s ɛː x a ŋ
naggy	n æ ɡ iː
kesukaran	k ə . s u . ˈk a r . a n
izravan	î z r aː ʋ a n
kausap	k a ˈʔ u s a p
dominical	d ə m ɪ n ə k ə l
chutaríamos	t͡ʃ u t a ˈɾ i a m o s
enlutar	e n l u ˈt a ɾ
lumbay	l u m ˈb a j
kaf	k a f
nuxálk	n uː h ɒ l k
leicester	l ɛ s t ɚ
disputador	d i s p u t a ˈd o ɾ
Masilungan	m a s i ˈl u ŋ a n
žutokljunac	ʒ u t o k ʎ ǔː n a t͡s
confortamos	k o n f o ɾ ˈt a m o s
halia	h a l i a
булга	p ʊ ɮ ə ɢ
нэрс	n e r s
maimbot	m a ʔ i m ˈb o t
холтосных	x ɔ ɮ tʰ ɔ s n i x
јединцат	j e d ǐ n t͡s a t
guindar	ɡ i n ˈd a ɾ
компарација	k o m p a r ǎː t͡s i j a
peta	p iː t ə
roué	ɹ uː e ɪ
rupert	ɹ u p ɚ t
луунуудгүйгээ	ɮ ʊː n ʊː t k u i̯ ɣ eː
euromonedero	e u ɾ o m o n e ˈd e ɾ o
kontaminacija	k o n t a m i n ǎː t͡s i j a
байгууллагын	p ɛː k ʊː ɮː a ɣ i ŋ
izricati	i z r ǐː t͡s a t i
suinos	ˈs w i n o s
сексийг	s j ɵ kʰ s iː k
esgrimidor	e s ɡ ɾ i m i ˈd o ɾ
singa	s i ˈŋ a
prometida	p ɾ o m e ˈt i d a
jaca	ˈx a k a
tobdžija	t ǒ b d͡ʒ i j a
мишји	m î ʃ j iː
баглаа	p a k ɮ aː
nasmejavati	n a s m e j ǎː ʋ a t i
wafat	ˈw a f a t̚
acabémosla	a k a ˈb e m o s l a
tsibog	t͡ʃ i ˈb o ɡ
honores	o ˈn o ɾ e s
nigroestriados	n i ɡ ɾ o e s ˈt ɾ j a d o s
tándems	ˈt a n d e m s
cerita	t͡ʃ ə . r i . t a
veneranda	b e n e ˈɾ a n d a
бургаснуудаас	p ʊ r k a s n ʊː t aː s
јурта	j ûː r t a
trgovati	t r ɡ ǒ ʋ a t i
piados	ˈp j a d o s
пуужин	pʰ ʊː t͡ɕ ə ŋ
bayawak	b a ˈj a w a k
watak	ˈw a . t a ʔ
alcana	a l ˈk a n a
rekonsiliasi	r e . k ɔ n . s i . l i . ˈa . s i
ulnukalnangin	ʔ u l n u k a l n a ˈŋ i n
mangangaso	m a ŋ a ˈŋ a s o
нэрснийхэн	n e r s n iː x e ŋ
үгсгүй	u k s k u i̯
chernobyl	t͡ʃ ɚ n o ʊ b ə l
instrumentasi	ɪ n . s t r u . m ɛ n . ˈt a . s i
үүл	uː l
produk	ˈp r o . d ʊ k
tapa	t a . p a
гуайг	k u̯ ɛː k
stood	s t ʊ d
мэндлэх	m e n t ɮ e x
portadas	p o ɾ ˈt a d a s
okapi	o ˈk a p i
díganla	ˈd i ɡ a n l a
diock	d a ɪ ɑ k
izazivati	i z a z ǐː ʋ a t i
bira	b î r a
tends	t ɛ n d z
мөрөөдөл	m o r o t ə ɮ
colón	k ə l o ʊ̯ n
hayat	h a . j a t̚
izdah	î z d aː x
кинонуудын	kʰ i n ɔ n ʊː t i ŋ
харин	x a rʲ ə ŋ
faremos	f a ˈɾ e m o s
gastrina	ɡ a s ˈt ɾ i n a
planetary	p l æ n ə t ɛ r i
horses	h o ɹ s ə z
hefemale	h i f i m e ɪ l
maldad	m a l ˈd a d
daster	ˈd a s t ɛ ɾ
odorless	ə ʊ d ə l ə s
грекийгээ	k rʲ ɵ kʰ iː k eː
крпа	k r̂ p a
acondroplasia	a k o n d ɾ o ˈp l a s j a
tapon	ˈt a p o n
wealy	w iː l i
obrijati	ǒ b r i j a t i
sulatan	s u ˈl a t a n
estrafalario	e s t ɾ a f a ˈl a ɾ j o
gambol	ɡ æ m b ə l
entremetido	ʔ e n t ɾ e m e ˈt i d o
vali	v ɑː l ɪː
шепав	ʃ ê p a ʋ
začuđivati	z a t͡ʃ u d͡ʑ ǐː ʋ a t i
mashup	m æ ʃ ʌ p
пиццаныхан	pʰ i t͡sʰ a n i x a ŋ
ordinary	ɔ ɹ d ɪ n ɛ ə ɹ i
regresivan	r ê ɡ r e s iː ʋ a n
paremos	p a ˈɾ e m o s
гүнждийнхээ	k u n t͡ɕ t iː ŋ x eː
thorax	θ ɔ ɹ æ k s
fire	f a ɪ ə ɹ
fuckings	f ʌ k ɪ ŋ z
care	k ɛ ə ɹ
попити	p ǒ p i t i
ancestral	æ n s ɛ s t ə ɹ ə l
latundan	l a t u n ˈd a n
агаарт	a ɣ aː r̥ tʰ
pleas	p l iː z
wren	ɹ ɛ n
baniaga	b a n ˈj a ɡ a ʔ
clamadas	k l a ˈm a d a s
lingguhan	l i ŋ ˈɡ u h a n
gelak	ɡ ə ˈl a k
адгуусаар	a t k ʊː s aː r̥
clutched	k l ʌ t͡ʃ t
redebug	ɹ iː d iː b ʌ ɡ
atemos	a ˈt e m o s
satisfechísimo	s a t i s f e ˈt͡ʃ i s i m o
livor	l a ɪ v ɔ ə ɹ
эф	e f
clumb	k l ʌ m
gazump	ɡ ə z ʌ m p
програм	pʰ r ɔ k r a m
diomedes	d a ɪ ə m iː d iː z
piquito	p i ˈk i t o
bendel	b ə n ˈd ə l
wihara	w i . h a . r a
ardi	ˈa r . d i
Bugtong	b u ɡ ˈt o ŋ
advancer	ə d v æ n s ɚ
Magbuhos	m a ɡ ˈb u h o s
dukwangin	d u k w a ˈŋ i n
tangke	t a ŋ ˈk e
suélela	ˈs w e l e l a
propendida	p ɾ o p e n ˈd i d a
lantong	l a n ˈt o ŋ
киноныхон	kʰ i n ɔ n i x ɔ ŋ
хүмүүнийхэн	x u m uː n iː x e ŋ
inhabitable	i n a b i ˈt a b l e
hijrah	h i d͡ʒ r a h
Campo	ˈk a m p o
estenos	e s ˈt e n o s
importante	ʔ i m p o ɾ ˈt a n t e
ноён	n ɔ j ɔ ŋ
бургасан	p ʊ r k a s a ŋ
perdata	p ə r ˈd a t a
trasa	t r â s a
шрафцигер	ʃ r ǎ f t͡s iː ɡ e r
chickie	t͡ʃ ɪ k i
makipagbati	m a k i p a ɡ b a ˈt i ʔ
шонхор	ʃ ɔ ŋ x ɔ r
tsade	t s ɑː d e ɪ
secs	s ɛ k s
duli	d u l i
anniversary	æ n ə v ɝ s ə ɹ i
paleontologi	p a . l e . ɔ n . t o . ˈl o . ɡ i
actividades	a ɡ t i b i ˈd a d e s
izroditi	i z r ǒ d i t i
халуцинирати	x a l u t͡s i n ǐː r a t i
тавигдаагүй	tʰ a w̜ i k t aː k u i̯
cuico	ˈk w i k o
Danesa	d a ˈn e s a
imprudentes	i m p ɾ u ˈd e n t e s
unionization	j uː n j ə n a ɪ z e ɪ ʃ ə n
brótola	ˈb ɾ o t o l a
baddams	b æ d ə m z
ganti	ɡ a n . t i
galangal	ɡ ə l æ ŋ ɡ ə l
ri	r i
takikardia	t a . k i . ˈk a r . d i a̯
proleptical	p ɹ ə ʊ l ɛ p t ɪ k ə l
biro	b i . r o
зөгийтэй	t͡s ɵ ɣ iː tʰ e i̯
jubile	d͡ʒ u b ə l
kesenjangan	k ə . s ə n . d͡ʒ a ŋ . a n
periquitos	p e ɾ i ˈk i t o s
medyas	ˈm e d j a s
malpuesto	m a l ˈp w e s t o
исплетати	ǐ s p l e t a t i
lijevak	l i j ěː ʋ a k
попречно	p ô p r e t͡ʃ n o
piadah	p i ˈa d a h
waktu	w a k . t u
belum	b ə ˈl ʊ m
trees	t ɹ iː z
besputan	b ě s p u t a n
аметице	ǎ m e t i t͡s e
ligta	l i ɡ ˈt a ʔ
металл	mʲ ɵ tʰ a ɮ
budi	b u . d i
mengemban	m ə ŋ ə m ˈb a n
abacate	æ b ə k ɑ t i
хаадаараа	x aː t aː r aː
амбаар	a m p aː r
neutrophile	n uː t ɹ o ʊ̯ f a ɪ̯ ɫ
tipično	t ǐ p i t͡ʃ n o
анхилгуудаас	a ŋ x i ɮ k ʊː t aː s
bib	b ɪ b
punoljetničin	p u n ô ʎ e t n i t͡ʃ i n
мориныхтойгоо	m ɔ r i n i x tʰ ɔ i̯ ɣ oː
butun	ˈb u t u n
taktika	t ǎ k t i k a
curvare	k u ɾ ˈb a ɾ e
memperburuk	m ə m p ə r ˈb u r ʊ k̚
impracticabilidad	i m p ɾ a ɡ t i k a b i l i ˈd a d
meong	ˈm e . o ŋ
Adlawan	ʔ a d ˈl a w a n
demokrasya	d e m o ˈk ɾ a s j a
siwang	ˈs i w a ŋ
gusilaw	ɡ u ˈs i l a w
hoy	ˈh o j
tholeiite	θ o ʊ l i a ɪ t
reparacija	r e p a r ǎː t͡s i j a
rules	ɹ u l z
галигууд	k a ɮ i ɣ ʊː t
алуурчных	a ɮ ʊː r̥ t͡ɕʰ n i x
balnikapnayan	b a l n i k a p ˈn a j a n
salik	ˈs a l i k
injections	ɪ n d͡ʒ ɛ k ʃ ə n s
balandra	b a ˈl a n d ɾ a
astragalinos	a s t ɾ a ɡ a ˈl i n o s
buyo	ˈb u j o
wylie	w a ɪ l i
equilibrador	e k i l i b ɾ a ˈd o ɾ
penyesuaian	p ə ɲ ə s u ˈa i̯ a n
lardiner	l ɑ ɹ d ə n ɚ
pultaceous	p ʌ l t e ɪ ʃ ə s
semicentenary	s ɛ m a ɪ s ɛ n t ə n ɛ r i
albanian	æ l b e ɪ n i ə n
ангиуддаа	a ŋ k i̯ ʊː t͉ t aː
vermiculadas	b e ɾ m i k u ˈl a d a s
сладорача	s l a d ǒ r a t͡ʃ a
ludeti	l ǔː d e t i
sindical	s i n d i ˈk a l
kyrgyzstan	k ɛː ɹ ɡ ɪ s t ɑː n
menara	m ə ˈn a r a
punla	p u n ˈl a ʔ
polack	p o ʊ l ɑ k
đevojčica	d͡ʑ e ʋ ǒ j t͡ʃ i t͡s a
bayang	ˈb a . j a ŋ
poliamoroso	p o l i a m o ˈɾ o s o
ladrones	l a ˈd ɾ o n e s
kantot	k a n ˈt o t
fantosmia	f a n ˈt ɔ s m i a̯
mangubra	m a ŋ u b ˈɾ a
moguled	m o ʊ ɡ ə l d
horado	o ˈɾ a d o
bunting	b ʊ n . t ɪ ŋ
Чингисийнх	t͡ɕʰ i ŋ k i s iː ŋ x
bayad	ˈb a j a d
мориныхоос	m ɔ r i n i x oː s
Өгэдэйгээр	ɵ ɣ e t e i̯ ɣ eː r̥
америкчуудын	a mʲ ɵ r i kʰ t͡ɕʰ ʊː t i ŋ
esteparia	e s t e ˈp a ɾ j a
ancak	ˈa n t͡ʃ a k̚
hala	x a l a
istjeravati	i s t j e r ǎː ʋ a t i
хувилбар	x ʊ wʲ ə ɮ p ə r
hounded	h a ʊ n d ɪ d
гайхлуудгүй	k ɛː x ɮ ʊː t k u i̯
байрныхаа	p ɛː r n i x aː
avion	a ʋ ǐ oː n
whichsoever	w ɪ t͡ʃ s o ʊ ɛ v ɚ
анчдын	a n t͡ɕʰ t i ŋ
recolectadas	r e k o l e ɡ ˈt a d a s
primjećivati	p r i m j e t͡ɕ ǐː ʋ a t i
pastis	p æ s t iː s
tuwung	ˈt ʊ w ʊ ŋ
makeless	m e ɪ k l ə s
lobulillar	l o b u l i ˈʝ a ɾ
hadap	ˈh a d a p̚
penera	p ə . n ə . r a
бид	p i t
kali	k a . l i
abocclusion	æ b o ʊ k l u ʒ n̩
paskuwa	ˈp a s k u a
atravesar	a t ɾ a b e ˈs a ɾ
агаарынх	a ɣ aː r i ŋ x
esquivares	e s k i ˈb a ɾ e s
andáis	a n ˈd a i s
сетва	s ê t ʋ a
лук	l û k
yano	ˈj a n o
visus	ˈv i s ʊ s
hubiese	u ˈb j e s e
baisi	b a ˈʔ i s i ʔ
vidriero	b i ˈd ɾ j e ɾ o
železnica	ʒ ě l e z n i t͡s a
malakas	m a l a ˈk a s
attainments	ə t e ɪ n m ə n t s
tiram	ˈt i r a m
piyudalismo	p i u d a ˈl i s m o
картограф	k a r t ǒ ɡ r a f
eslabonamiento	e s l a b o n a ˈm j e n t o
ipagmayabang	ʔ i p a ɡ m a j a ˈb a ŋ
commotion	k ə m o ʊ ʃ ə n
tablig	ˈt a b l ɪ k̚
escaladas	e s k a ˈl a d a s
asesmen	a s ɛ s m ə n
trema	t r ěː m a
daloy	ˈd a l o j
абстрактуудгүй	a p s tʰ r a kʰ tʰ ʊː t k u i̯
depinisyon	d e p i n i s ˈj o n
alcaldada	a l k a l ˈd a d a
D	d e
drought	d ɹ a ʊ t
anđelčić	a n d͡ʑ ě l t͡ʃ i t͡ɕ
sabit	ˈs a b ɪ t̚
гүн	ɡ u ŋ
квалификација	k ʋ a l i f i k ǎː t͡s i j a
авгад	a w̜ k a t
desacoplar	d e s a k o ˈp l a ɾ
hold	h o ʊ l d
mapeo	m a ˈp e o
redie	ɹ iː d a ɪ
estaquillas	e s t a ˈk i ʝ a s
bilang	ˈb i l a ŋ
номуудынхан	n ɔ m ʊː t i ŋ x a ŋ
limitadora	l i m i t a ˈd o ɾ a
responsable	ɾ e s p o n ˈs a b l e
terkait	t ə r ˈk a ɪ t̚
bisa	ˈb i s a ʔ
jasmani	d͡ʒ a s ˈm a n i
lalawigan	l a l a ˈw i ɡ a n
dibujadas	d i b u ˈx a d a s
штрајх	ʃ t r â j x
orasyon	ʔ o ɾ a s ˈj o n
fumed	f j uː m d
arty	ɑː ɹ t i
suriso	s u ˈɾ i s o
cuddly	k ʌ d l i
thrack	θ ɹ æ k
conectaste	k o n e ɡ ˈt a s t e
tinig	ˈt i n i ɡ
lavando	l a ˈb a n d o
misled	m ɪ s l ɛ d
florido	f l o ˈɾ i d o
disbud	d ɪ s b ʌ d
losmen	l o s . m ɛ n
Dagupan	d a ˈɡ u p a n
odazvati	o d ǎ z ʋ a t i
рушеван	r û ʃ eː ʋ a n
cantanos	k a n ˈt a n o s
сом	s ɔ m
šmrkati	ʃ m řː k a t i
clippers	k l ɪ p ɚ z
hranitelj	x r ǎ n i t e ʎ
Anatolia	a . n a . t o . ˈl i . a
alcano	a l ˈk a n o
nemo	n êː m o
ноёдоос	n ɔ j ɔ t oː s
концентрат	k o n t͡s ě n t r aː t
тајвански	t â j ʋ aː n s k iː
anjal	ˈa n d͡ʒ a l
faiths	f e ɪ θ s
tonsura	t o n ˈs u ɾ a
maja	ˈm a d͡ʒ a
palmita	p a l ˈm i t a
croon	k ɹ uː n
төгрөгийг	tʰ ɵ k r ɵ ɣ iː k
rangya	ɾ a ŋ ˈj a ʔ
үйлдвэр	u i ɮ t w ə r
biflagelado	b i f l a x e ˈl a d o
reterritorialization	ɹ iː t ɛ ɹ ɪ t ɔː ɹ i ə l a ɪ z e ɪ ʃ ə n
blanquillo	b l a n ˈk i ʝ o
Yabut	ˈj a b u t
bilasa	b i l a ˈs a ʔ
потезати	p o t ěː z a t i
ligoteo	l i ɡ o ˈt e o
ноёны	n ɔ j ɔ n i
нэргүй	n e r k u i̯
уштеда	û ʃ t e d a
зун	t͡s ʊ ŋ
wiski	ˈw i s k i
тараг	tʰ a r a k
isu	ˈɪ s u
clinical	k l ɪ n ɪ k ə l
comfort	k ʌ m f ɚ t
kamber	ˈk a m . b ə r
luwes	ˈl u w ə s
siomai	s i ˈo m a j
гректэйгээ	k rʲ ɵ kʰ tʰ e i̯ ɣ eː
presses	p ɹ ɛ s ɪ z
уклонити	u k l ǒ n i t i
zolpidem	z o ʊ l p ɪ d ɛ m
kecap	k ɛ t͡ʃ a p
Leyte	ˈl e j t e
handless	h æ n d l ə s
acetylcholine	ə s i t ə l k o ʊ l i n
tumulong	t u ˈm u l o ŋ
unik	ˈu n i k
membulat	m ə m ˈb u l a t
буддаараа	p ʊ t͉ t aː r aː
Callista	ˈk a l i s t a
бисер	b ǐ s e r
нэрснээсээ	n e r s n eː s eː
biwara	b i . ˈw a . r a
пальтогоор	pʰ a ɮʲ tʰ ɔ ɣ oː r̥
membangun	m ə m ˈb a ŋ u n
bespawl	b ɪ s p ɔ l
atrofiará	a t ɾ o f j a ˈɾ a
freeminer	f ɹ iː m a ɪ n ə
colapso	k o ˈl a b s o
bruñido	b ɾ u ˈɲ i d o
орвон	ɔ r w̜ ɔ ŋ
sulfur	ˈs ʊ l . f ʊ r
uzburkati	ǔ z b u r k a t i
towering	t a ʊ ə ɹ ɪ ŋ
mabalang	m a ˈb a l a ŋ
asmara	a s . m a . r a
penco	ˈp e n k o
aumentadas	a u m e n ˈt a d a s
тэнгисээр	tʰ e ŋ k i s eː r̥
chute	ʃ j uː t
parson	p ɑ ɹ s ə n
wasbak	w a s b a k̚
nemogućnost	n e m o ɡ ǔː t͡ɕ n oː s t
верификатор	ʋ e r i f ǐ k aː t o r
colegida	k o l e ˈx i d a
avasallados	a b a s a ˈʝ a d o s
laler	ˈl a . l ə r
escamotear	e s k a m o t e ˈa ɾ
мөсөн	m ɵ s ɵ ŋ
biku	b i . k u
apatita	ʔ a p a ˈt i t a
битер	b ǐ t e r
embalemos	e m b a ˈl e m o s
yudisium	j u d i ˈs i ʊ m
spiracle	s p ɪ ɹ ə k ə l
asalamualaikum	a s . s a . ˌl a m . m u . a . l a j ˈk u m
vidljiv	ʋ ǐ d ʎ i ʋ
грудњак	ɡ r ûː d ɲ aː k
машин	m a ɕ i ŋ
alimuran	ʔ a l i m u ˈɾ a n
tengar	t ə ˈŋ a r
serpentine	s ɝ p ə n t a ɪ n
halabos	h a l a ˈb o s
selalu	s ə l a l u
fiche	f iː ʃ
subtitulo	s u b ˈt i t u l o
nationwide	n e ɪ ʃ ə n w a ɪ d
Valmores	v a l ˈm o ɾ e s
gooch	ɡ uː t͡ʃ
Inglatera	ʔ i ŋ ɡ l a ˈt e ɾ a
yakyak	j a k ˈj a k
whacks	w æ k s
odmjeriti	ǒ d m j e r i t i
